dohlcv Date,Open,High,Low,Close,Volume,Adj Close
2016-04-08,31.290001,31.290001,31.290001,31.290001,000,31.290001
2016-04-07,31.190001,31.190001,31.190001,31.190001,000,31.190001
2016-04-06,31.57,31.57,31.57,31.57,000,31.57
2016-04-05,31.030001,31.030001,31.030001,31.030001,000,31.030001
2016-04-04,31.450001,31.450001,31.450001,31.450001,000,31.450001
2016-04-01,31.559999,31.559999,31.559999,31.559999,000,31.559999
2016-03-31,31.360001,31.360001,31.360001,31.360001,000,31.360001
2016-03-30,31.299999,31.299999,31.299999,31.299999,000,31.299999
2016-03-29,31.219999,31.219999,31.219999,31.219999,000,31.219999
2016-03-28,30.73,30.73,30.73,30.73,000,30.73
2016-03-24,30.719999,30.719999,30.719999,30.719999,000,30.719999
2016-03-23,30.73,30.73,30.73,30.73,000,30.73
2016-03-22,31.209999,31.209999,31.209999,31.209999,000,31.209999
2016-03-21,31.110001,31.110001,31.110001,31.110001,000,31.110001
2016-03-18,31.059999,31.059999,31.059999,31.059999,000,31.059999
2016-03-17,30.83,30.83,30.83,30.83,000,30.83
2016-03-16,30.610001,30.610001,30.610001,30.610001,000,30.610001
2016-03-15,30.440001,30.440001,30.440001,30.440001,000,30.440001
2016-03-14,30.77,30.77,30.77,30.77,000,30.77
2016-03-11,30.799999,30.799999,30.799999,30.799999,000,30.799999
2016-03-10,30.139999,30.139999,30.139999,30.139999,000,30.139999
2016-03-09,30.139999,30.139999,30.139999,30.139999,000,30.139999
2016-03-08,30.01,30.01,30.01,30.01,000,30.01
2016-03-07,30.610001,30.610001,30.610001,30.610001,000,30.610001
2016-03-04,30.540001,30.540001,30.540001,30.540001,000,30.540001
2016-03-03,30.42,30.42,30.42,30.42,000,30.42
2016-03-02,30.16,30.16,30.16,30.16,000,30.16
2016-03-01,30.02,30.02,30.02,30.02,000,30.02
2016-02-29,29.32,29.32,29.32,29.32,000,29.32
2016-02-26,29.57,29.57,29.57,29.57,000,29.57
2016-02-25,29.27,29.27,29.27,29.27,000,29.27
2016-02-24,28.950001,28.950001,28.950001,28.950001,000,28.950001
2016-02-23,28.780001,28.780001,28.780001,28.780001,000,28.780001
2016-02-22,29.18,29.18,29.18,29.18,000,29.18
2016-02-19,28.74,28.74,28.74,28.74,000,28.74
2016-02-18,28.68,28.68,28.68,28.68,000,28.68
2016-02-17,28.969999,28.969999,28.969999,28.969999,000,28.969999
2016-02-16,28.27,28.27,28.27,28.27,000,28.27
2016-02-12,27.549999,27.549999,27.549999,27.549999,000,27.549999
2016-02-11,26.969999,26.969999,26.969999,26.969999,000,26.969999
2016-02-10,27.219999,27.219999,27.219999,27.219999,000,27.219999
2016-02-09,27.030001,27.030001,27.030001,27.030001,000,27.030001
2016-02-08,27.049999,27.049999,27.049999,27.049999,000,27.049999
2016-02-05,27.940001,27.940001,27.940001,27.940001,000,27.940001
2016-02-04,29.09,29.09,29.09,29.09,000,29.09
2016-02-03,28.959999,28.959999,28.959999,28.959999,000,28.959999
2016-02-02,28.889999,28.889999,28.889999,28.889999,000,28.889999
2016-02-01,29.60,29.60,29.60,29.60,000,29.60
2016-01-29,29.52,29.52,29.52,29.52,000,29.52
2016-01-28,28.74,28.74,28.74,28.74,000,28.74
2016-01-27,28.950001,28.950001,28.950001,28.950001,000,28.950001
2016-01-26,29.389999,29.389999,29.389999,29.389999,000,29.389999
2016-01-25,28.959999,28.959999,28.959999,28.959999,000,28.959999
2016-01-22,29.51,29.51,29.51,29.51,000,29.51
2016-01-21,28.76,28.76,28.76,28.76,000,28.76
2016-01-20,28.67,28.67,28.67,28.67,000,28.67
2016-01-19,28.690001,28.690001,28.690001,28.690001,000,28.690001
2016-01-15,28.940001,28.940001,28.940001,28.940001,000,28.940001
2016-01-14,29.43,29.43,29.43,29.43,000,29.43
2016-01-13,29.09,29.09,29.09,29.09,000,29.09
2016-01-12,30.07,30.07,30.07,30.07,000,30.07
2016-01-11,29.84,29.84,29.84,29.84,000,29.84
2016-01-08,30.00,30.00,30.00,30.00,000,30.00
2016-01-07,30.389999,30.389999,30.389999,30.389999,000,30.389999
2016-01-06,31.15,31.15,31.15,31.15,000,31.15
2016-01-05,31.74,31.74,31.74,31.74,000,31.74
2016-01-04,31.74,31.74,31.74,31.74,000,31.74
2015-12-31,32.299999,32.299999,32.299999,32.299999,000,32.299999
2015-12-30,32.509998,32.509998,32.509998,32.509998,000,32.509998
2015-12-29,32.779999,32.779999,32.779999,32.779999,000,32.779999
2015-12-28,32.459999,32.459999,32.459999,32.459999,000,32.459999
2015-12-24,32.540001,32.540001,32.540001,32.540001,000,32.540001
2015-12-23,32.50,32.50,32.50,32.50,000,32.50
2015-12-22,32.080002,32.080002,32.080002,32.080002,000,32.080002
2015-12-21,31.860001,31.860001,31.860001,31.860001,000,31.860001
2015-12-18,31.75,31.75,31.75,31.75,000,31.75
2015-12-17,32.169998,32.169998,32.169998,32.169998,000,32.169998
2015-12-16,32.689999,32.689999,32.689999,32.689999,000,32.689999
2015-12-15,32.299999,32.299999,32.299999,32.299999,000,32.299999
2015-12-14,35.040001,35.040001,35.040001,35.040001,000,31.905
2015-12-11,35.110001,35.110001,35.110001,35.110001,000,31.968737
2015-12-10,35.84,35.84,35.84,35.84,000,32.633424
2015-12-09,35.650002,35.650002,35.650002,35.650002,000,32.460425
2015-12-08,36.07,36.07,36.07,36.07,000,32.842846
2015-12-07,36.080002,36.080002,36.080002,36.080002,000,32.851953
2015-12-04,36.57,36.57,36.57,36.57,000,33.298111
2015-12-03,36.07,36.07,36.07,36.07,000,32.842846
2015-12-02,36.73,36.73,36.73,36.73,000,33.443796
2015-12-01,37.110001,37.110001,37.110001,37.110001,000,33.789799
2015-11-30,36.84,36.84,36.84,36.84,000,33.543955
2015-11-27,36.970001,36.970001,36.970001,36.970001,000,33.662325
2015-11-25,36.880001,36.880001,36.880001,36.880001,000,33.580377
2015-11-24,36.669998,36.669998,36.669998,36.669998,000,33.389163
2015-11-23,36.509998,36.509998,36.509998,36.509998,000,33.243478
2015-11-20,36.380001,36.380001,36.380001,36.380001,000,33.125112
2015-11-19,36.25,36.25,36.25,36.25,000,33.006742
2015-11-18,36.360001,36.360001,36.360001,36.360001,000,33.106901
2015-11-17,35.790001,35.790001,35.790001,35.790001,000,32.587898
2015-11-16,35.93,35.93,35.93,35.93,000,32.715372
2015-11-13,35.560001,35.560001,35.560001,35.560001,000,32.378477
2015-11-12,35.990002,35.990002,35.990002,35.990002,000,32.770005
2015-11-11,36.66,36.66,36.66,36.66,000,33.380059
2015-11-10,36.950001,36.950001,36.950001,36.950001,000,33.644114
2015-11-09,36.810001,36.810001,36.810001,36.810001,000,33.51664
2015-11-06,37.110001,37.110001,37.110001,37.110001,000,33.789799
2015-11-05,36.939999,36.939999,36.939999,36.939999,000,33.635007
2015-11-04,36.82,36.82,36.82,36.82,000,33.525744
2015-11-03,36.759998,36.759998,36.759998,36.759998,000,33.471111
2015-11-02,36.799999,36.799999,36.799999,36.799999,000,33.507533
2015-10-30,36.389999,36.389999,36.389999,36.389999,000,33.134215
2015-10-29,36.439999,36.439999,36.439999,36.439999,000,33.179741
2015-10-28,36.639999,36.639999,36.639999,36.639999,000,33.361848
2015-10-27,35.98,35.98,35.98,35.98,000,32.760898
2015-10-26,36.220001,36.220001,36.220001,36.220001,000,32.979427
2015-10-23,36.18,36.18,36.18,36.18,000,32.943005
2015-10-22,35.900002,35.900002,35.900002,35.900002,000,32.688057
2015-10-21,35.77,35.77,35.77,35.77,000,32.569687
2015-10-20,36.279999,36.279999,36.279999,36.279999,000,33.034057
2015-10-19,36.459999,36.459999,36.459999,36.459999,000,33.197952
2015-10-16,36.470001,36.470001,36.470001,36.470001,000,33.20706
2015-10-15,36.419998,36.419998,36.419998,36.419998,000,33.16153
2015-10-14,35.889999,35.889999,35.889999,35.889999,000,32.67895
2015-10-13,36.130001,36.130001,36.130001,36.130001,000,32.897479
2015-10-12,36.650002,36.650002,36.650002,36.650002,000,33.370955
2015-10-09,36.700001,36.700001,36.700001,36.700001,000,33.416481
2015-10-08,36.529999,36.529999,36.529999,36.529999,000,33.261689
2015-10-07,36.23,36.23,36.23,36.23,000,32.988531
2015-10-06,35.84,35.84,35.84,35.84,000,32.633424
2015-10-05,36.25,36.25,36.25,36.25,000,33.006742
2015-10-02,35.709999,35.709999,35.709999,35.709999,000,32.515054
2015-10-01,35.099998,35.099998,35.099998,35.099998,000,31.95963
2015-09-30,35.07,35.07,35.07,35.07,000,31.932315
2015-09-29,34.290001,34.290001,34.290001,34.290001,000,31.222102
2015-09-28,34.400002,34.400002,34.400002,34.400002,000,31.322261
2015-09-25,35.639999,35.639999,35.639999,35.639999,000,32.451317
2015-09-24,35.889999,35.889999,35.889999,35.889999,000,32.67895
2015-09-23,36.189999,36.189999,36.189999,36.189999,000,32.952109
2015-09-22,36.32,36.32,36.32,36.32,000,33.070479
2015-09-21,36.900002,36.900002,36.900002,36.900002,000,33.598588
2015-09-18,36.889999,36.889999,36.889999,36.889999,000,33.589481
2015-09-17,37.380001,37.380001,37.380001,37.380001,000,34.035642
2015-09-16,37.259998,37.259998,37.259998,37.259998,000,33.926376
2015-09-15,36.950001,36.950001,36.950001,36.950001,000,33.644114
2015-09-14,36.529999,36.529999,36.529999,36.529999,000,33.261689
2015-09-11,36.68,36.68,36.68,36.68,000,33.39827
2015-09-10,36.509998,36.509998,36.509998,36.509998,000,33.243478
2015-09-09,36.400002,36.400002,36.400002,36.400002,000,33.143323
2015-09-08,36.900002,36.900002,36.900002,36.900002,000,33.598588
2015-09-04,35.939999,35.939999,35.939999,35.939999,000,32.724476
2015-09-03,36.34,36.34,36.34,36.34,000,33.08869
2015-09-02,36.220001,36.220001,36.220001,36.220001,000,32.979427
2015-09-01,35.560001,35.560001,35.560001,35.560001,000,32.378477
2015-08-31,36.610001,36.610001,36.610001,36.610001,000,33.334533
2015-08-28,36.959999,36.959999,36.959999,36.959999,000,33.653218
2015-08-27,36.84,36.84,36.84,36.84,000,33.543955
2015-08-26,35.990002,35.990002,35.990002,35.990002,000,32.770005
2015-08-25,34.990002,34.990002,34.990002,34.990002,000,31.859474
2015-08-24,35.16,35.16,35.16,35.16,000,32.014263
2015-08-21,36.490002,36.490002,36.490002,36.490002,000,33.225271
2015-08-20,37.400002,37.400002,37.400002,37.400002,000,34.053854
2015-08-19,38.43,38.43,38.43,38.43,000,34.991699
2015-08-18,38.740002,38.740002,38.740002,38.740002,000,35.273965
2015-08-17,38.900002,38.900002,38.900002,38.900002,000,35.41965
2015-08-14,38.549999,38.549999,38.549999,38.549999,000,35.100962
2015-08-13,38.360001,38.360001,38.360001,38.360001,000,34.927962
2015-08-12,38.290001,38.290001,38.290001,38.290001,000,34.864225
2015-08-11,38.389999,38.389999,38.389999,38.389999,000,34.955277
2015-08-10,38.799999,38.799999,38.799999,38.799999,000,35.328595
2015-08-07,38.360001,38.360001,38.360001,38.360001,000,34.927962
2015-08-06,38.369999,38.369999,38.369999,38.369999,000,34.937066
2015-08-05,38.93,38.93,38.93,38.93,000,35.446965
2015-08-04,38.720001,38.720001,38.720001,38.720001,000,35.255754
2015-08-03,38.82,38.82,38.82,38.82,000,35.346806
2015-07-31,39.02,39.02,39.02,39.02,000,35.528912
2015-07-30,39.060001,39.060001,39.060001,39.060001,000,35.565335
2015-07-29,38.950001,38.950001,38.950001,38.950001,000,35.465176
2015-07-28,38.540001,38.540001,38.540001,38.540001,000,35.091858
2015-07-27,38.130001,38.130001,38.130001,38.130001,000,34.718541
2015-07-24,38.549999,38.549999,38.549999,38.549999,000,35.100962
2015-07-23,39.009998,39.009998,39.009998,39.009998,000,35.519805
2015-07-22,39.110001,39.110001,39.110001,39.110001,000,35.61086
2015-07-21,39.080002,39.080002,39.080002,39.080002,000,35.583546
2015-07-20,39.200001,39.200001,39.200001,39.200001,000,35.692808
2015-07-17,39.259998,39.259998,39.259998,39.259998,000,35.747438
2015-07-16,39.34,39.34,39.34,39.34,000,35.820282
